,word,transcript,freq,corr
947,"['ц', 'и', 'к', 'л']","['c', 'y0', 'k', 'l']",2318,"[('ц', 'c'), ('и', 'y0'), ('к', 'k'), ('л', 'l')]"
948,"['в', 'с', 'ё']","['f', ""s'"", 'o0']",2318,"[('в', 'f'), ('с', ""s'""), ('ё', 'o0')]"
949,"['д', 'е', 'н', 'ь']","[""d'"", 'e0', ""n'""]",2318,"[('д', ""d'""), ('е', 'e0'), ('н', ""n'""), ('ь', '-')]"
950,"['д', 'о', 'н']","['d', 'o0', 'n']",2318,"[('д', 'd'), ('о', 'o0'), ('н', 'n')]"
951,"['л', 'о', 'р', 'д']","['l', 'o0', 'r', 't']",2318,"[('л', 'l'), ('о', 'o0'), ('р', 'r'), ('д', 't')]"
952,"['ж', 'о', 'р', 'ж']","['zh', 'o0', 'r', 'sh']",2318,"[('ж', 'zh'), ('о', 'o0'), ('р', 'r'), ('ж', 'sh')]"
953,"['б', 'е', 'г']","[""b'"", 'e0', 'k']",2217,"[('б', ""b'""), ('е', 'e0'), ('г', 'k')]"
954,"['б', 'е', 'д']","[""b'"", 'e0', 't']",2217,"[('б', ""b'""), ('е', 'e0'), ('д', 't')]"
955,"['в', 'з', 'о', 'р']","['v', 'z', 'o0', 'r']",2217,"[('в', 'v'), ('з', 'z'), ('о', 'o0'), ('р', 'r')]"
956,"['в', 'л', 'е', 'з']","['v', ""l'"", 'e0', 's']",2217,"[('в', 'v'), ('л', ""l'""), ('е', 'e0'), ('з', 's')]"
957,"['г', 'н', 'а', 'т', 'ь']","['g', 'n', 'a0', ""t'""]",2217,"[('г', 'g'), ('н', 'n'), ('а', 'a0'), ('т', ""t'""), ('ь', '-')]"
958,"['г', 'р', 'о', 'б']","['g', 'r', 'o0', 'p']",2217,"[('г', 'g'), ('р', 'r'), ('о', 'o0'), ('б', 'p')]"
959,"['ж', 'д', 'ё', 'м']","['zh', ""d'"", 'o0', 'm']",2217,"[('ж', 'zh'), ('д', ""d'""), ('ё', 'o0'), ('м', 'm')]"
960,"['ж', 'е', 'с', 'т']","['zh', 'e0', 's', 't']",2217,"[('ж', 'zh'), ('е', 'e0'), ('с', 's'), ('т', 't')]"
961,"['ж', 'е', 'ч', 'ь']","['zh', 'e0', 'ch']",2217,"[('ж', 'zh'), ('е', 'e0'), ('ч', 'ch'), ('ь', '-')]"
962,"['з', 'л', 'о', 'м']","['z', 'l', 'o0', 'm']",2217,"[('з', 'z'), ('л', 'l'), ('о', 'o0'), ('м', 'm')]"
963,"['л', 'е', 'н', 'ь']","[""l'"", 'e0', ""n'""]",2217,"[('л', ""l'""), ('е', 'e0'), ('н', ""n'""), ('ь', '-')]"
964,"['л', 'и', 'к']","[""l'"", 'i0', 'k']",2217,"[('л', ""l'""), ('и', 'i0'), ('к', 'k')]"
965,"['м', 'е', 'ч']","[""m'"", 'e0', 'ch']",2217,"[('м', ""m'""), ('е', 'e0'), ('ч', 'ch')]"
966,"['м', 'ы', 'т', 'ь']","['m', 'y0', ""t'""]",2217,"[('м', 'm'), ('ы', 'y0'), ('т', ""t'""), ('ь', '-')]"
967,"['н', 'о', 'л', 'ь']","['n', 'o0', ""l'""]",2217,"[('н', 'n'), ('о', 'o0'), ('л', ""l'""), ('ь', '-')]"
968,"['п', 'е', 'ч', 'ь']","[""p'"", 'e0', 'ch']",2217,"[('п', ""p'""), ('е', 'e0'), ('ч', 'ch'), ('ь', '-')]"
969,"['п', 'л', 'о', 'д']","['p', 'l', 'o0', 't']",2217,"[('п', 'p'), ('л', 'l'), ('о', 'o0'), ('д', 't')]"
970,"['п', 'у', 'с', 'т']","['p', 'u0', 's', 't']",2217,"[('п', 'p'), ('у', 'u0'), ('с', 's'), ('т', 't')]"
971,"['р', 'о', 'т']","['r', 'o0', 't']",2217,"[('р', 'r'), ('о', 'o0'), ('т', 't')]"
972,"['с', 'б', 'о', 'р']","['z', 'b', 'o0', 'r']",2217,"[('с', 'z'), ('б', 'b'), ('о', 'o0'), ('р', 'r')]"
973,"['с', 'т', 'у', 'к']","['s', 't', 'u0', 'k']",2217,"[('с', 's'), ('т', 't'), ('у', 'u0'), ('к', 'k')]"
974,"['т', 'а', 'к', 'т']","['t', 'a0', 'k', 't']",2217,"[('т', 't'), ('а', 'a0'), ('к', 'k'), ('т', 't')]"
975,"['т', 'е', 'м', 'п']","[""t'"", 'e0', 'm', 'p']",2217,"[('т', ""t'""), ('е', 'e0'), ('м', 'm'), ('п', 'p')]"
976,"['т', 'о', 'к']","['t', 'o0', 'k']",2217,"[('т', 't'), ('о', 'o0'), ('к', 'k')]"
977,"['т', 'р', 'е', 'т', 'ь']","['t', ""r'"", 'e0', ""t'""]",2217,"[('т', 't'), ('р', ""r'""), ('е', 'e0'), ('т', ""t'""), ('ь', '-')]"
978,"['ш', 'е', 'р', 'с', 'т', 'ь']","['sh', 'e0', 'r', ""s'"", ""t'""]",2217,"[('ш', 'sh'), ('е', 'e0'), ('р', 'r'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
979,"['б', 'л', 'е', 'с', 'к']","['b', ""l'"", 'e0', 's', 'k']",2217,"[('б', 'b'), ('л', ""l'""), ('е', 'e0'), ('с', 's'), ('к', 'k')]"
980,"['з', 'л', 'у']","['z', 'l', 'u0']",2217,"[('з', 'z'), ('л', 'l'), ('у', 'u0')]"
981,"['с', 'т', 'о', 'п']","['s', 't', 'o0', 'p']",2217,"[('с', 's'), ('т', 't'), ('о', 'o0'), ('п', 'p')]"
982,"['р', 'о', 'з']","['r', 'o0', 's']",2217,"[('р', 'r'), ('о', 'o0'), ('з', 's')]"
983,"['л', 'ю', 'к']","[""l'"", 'u0', 'k']",2217,"[('л', ""l'""), ('ю', 'u0'), ('к', 'k')]"
984,['а'],['a0'],2117,"[('а', 'a0')]"
985,"['а', 'д']","['a0', 't']",2117,"[('а', 'a0'), ('д', 't')]"
986,"['б', 'у', 'н', 'т']","['b', 'u0', 'n', 't']",2117,"[('б', 'b'), ('у', 'u0'), ('н', 'n'), ('т', 't')]"
987,"['г', 'р', 'у', 'з']","['g', 'r', 'u0', 's']",2117,"[('г', 'g'), ('р', 'r'), ('у', 'u0'), ('з', 's')]"
988,"['д', 'о', 'б', 'р']","['d', 'o0', 'b', 'r']",2117,"[('д', 'd'), ('о', 'o0'), ('б', 'b'), ('р', 'r')]"
989,"['д', 'о', 'ж', 'д', 'ь']","['d', 'o0', 'zh', ""t'""]",2117,"[('д', 'd'), ('о', 'o0'), ('ж', 'zh'), ('д', ""t'""), ('ь', '-')]"
990,"['ж', 'а', 'н', 'р']","['zh', 'a0', 'n', 'r']",2117,"[('ж', 'zh'), ('а', 'a0'), ('н', 'n'), ('р', 'r')]"
991,"['к', 'а', 'з', 'н', 'ь']","['k', 'a0', ""z'"", ""n'""]",2117,"[('к', 'k'), ('а', 'a0'), ('з', ""z'""), ('н', ""n'""), ('ь', '-')]"
992,"['л', 'е', 'н', 'ь']","[""l'"", 'e0', ""n'""]",2117,"[('л', ""l'""), ('е', 'e0'), ('н', ""n'""), ('ь', '-')]"
993,"['м', 'а', 'л']","['m', 'a0', 'l']",2117,"[('м', 'm'), ('а', 'a0'), ('л', 'l')]"
994,"['м', 'и', 'ф']","[""m'"", 'i0', 'f']",2117,"[('м', ""m'""), ('и', 'i0'), ('ф', 'f')]"
995,"['п', 'л', 'ы', 'т', 'ь']","['p', 'l', 'y0', ""t'""]",2117,"[('п', 'p'), ('л', 'l'), ('ы', 'y0'), ('т', ""t'""), ('ь', '-')]"
996,"['р', 'е', 'й', 'с']","[""r'"", 'e0', 'j', 's']",2117,"[('р', ""r'""), ('е', 'e0'), ('й', 'j'), ('с', 's')]"
997,"['р', 'и', 'с', 'к']","[""r'"", 'i0', 's', 'k']",2117,"[('р', ""r'""), ('и', 'i0'), ('с', 's'), ('к', 'k')]"
998,"['с', 'и', 'х']","[""s'"", 'i0', 'h']",2117,"[('с', ""s'""), ('и', 'i0'), ('х', 'h')]"
999,"['с', 'к', 'л', 'а', 'д']","['s', 'k', 'l', 'a0', 't']",2117,"[('с', 's'), ('к', 'k'), ('л', 'l'), ('а', 'a0'), ('д', 't')]"
1000,"['с', 'к', 'р', 'и', 'п']","['s', 'k', ""r'"", 'i0', 'p']",2117,"[('с', 's'), ('к', 'k'), ('р', ""r'""), ('и', 'i0'), ('п', 'p')]"
1001,"['с', 'л', 'о', 'н']","['s', 'l', 'o0', 'n']",2117,"[('с', 's'), ('л', 'l'), ('о', 'o0'), ('н', 'n')]"
1002,"['ф', 'л', 'а', 'г']","['f', 'l', 'a0', 'k']",2117,"[('ф', 'f'), ('л', 'l'), ('а', 'a0'), ('г', 'k')]"
1003,"['ч', 'и', 'н']","['ch', 'i0', 'n']",2117,"[('ч', 'ch'), ('и', 'i0'), ('н', 'n')]"
1004,"['б', 'а', 'с']","['b', 'a0', 's']",2117,"[('б', 'b'), ('а', 'a0'), ('с', 's')]"
1005,"['б', 'ы', 'к']","['b', 'y0', 'k']",2117,"[('б', 'b'), ('ы', 'y0'), ('к', 'k')]"
1006,"['в', 'с', 'ё']","['f', ""s'"", 'o0']",2117,"[('в', 'f'), ('с', ""s'""), ('ё', 'o0')]"
1007,"['в', 'с', 'т', 'а', 'в']","['f', 's', 't', 'a0', 'f']",2117,"[('в', 'f'), ('с', 's'), ('т', 't'), ('а', 'a0'), ('в', 'f')]"
1008,"['г', 'л', 'а', 'в']","['g', 'l', 'a0', 'f']",2117,"[('г', 'g'), ('л', 'l'), ('а', 'a0'), ('в', 'f')]"
1009,"['з', 'в', 'о', 'н']","['z', 'v', 'o0', 'n']",2117,"[('з', 'z'), ('в', 'v'), ('о', 'o0'), ('н', 'n')]"
1010,"['м', 'а', 'р', 'ш']","['m', 'a0', 'r', 'sh']",2117,"[('м', 'm'), ('а', 'a0'), ('р', 'r'), ('ш', 'sh')]"
1011,"['м', 'и', 'с', 'с']","[""m'"", 'i0', 's']",2117,"[('м', ""m'""), ('и', 'i0'), ('с', 's'), ('с', '-')]"
1012,"['с', 'и', 'м']","[""s'"", 'i0', 'm']",2117,"[('с', ""s'""), ('и', 'i0'), ('м', 'm')]"
1013,"['с', 'т', 'о', 'л', 'б']","['s', 't', 'o0', 'l', 'p']",2117,"[('с', 's'), ('т', 't'), ('о', 'o0'), ('л', 'l'), ('б', 'p')]"
1014,"['т', 'р', 'а', 'в']","['t', 'r', 'a0', 'f']",2117,"[('т', 't'), ('р', 'r'), ('а', 'a0'), ('в', 'f')]"
1015,"['т', 'ы', 'л']","['t', 'y0', 'l']",2117,"[('т', 't'), ('ы', 'y0'), ('л', 'l')]"
1016,"['б', 'ы', 'в']","['b', 'y0', 'f']",2117,"[('б', 'b'), ('ы', 'y0'), ('в', 'f')]"
1017,"['к', 'а', 'н', 'т']","['k', 'a0', 'n', 't']",2117,"[('к', 'k'), ('а', 'a0'), ('н', 'n'), ('т', 't')]"
1018,"['ж', 'ё', 'н']","['zh', 'o0', 'n']",2016,"[('ж', 'zh'), ('ё', 'o0'), ('н', 'n')]"
1019,"['з', 'н', 'а', 'й']","['z', 'n', 'a0', 'j']",2016,"[('з', 'z'), ('н', 'n'), ('а', 'a0'), ('й', 'j')]"
1020,"['з', 'у', 'б']","['z', 'u0', 'p']",2016,"[('з', 'z'), ('у', 'u0'), ('б', 'p')]"
1021,"['п', 'л', 'о', 'х']","['p', 'l', 'o0', 'h']",2016,"[('п', 'p'), ('л', 'l'), ('о', 'o0'), ('х', 'h')]"
1022,"['п', 'у', 'л', 'ь']","['p', 'u0', ""l'""]",2016,"[('п', 'p'), ('у', 'u0'), ('л', ""l'""), ('ь', '-')]"
1023,"['р', 'у', 'б', 'л', 'ь']","['r', 'u0', 'b', ""l'""]",2016,"[('р', 'r'), ('у', 'u0'), ('б', 'b'), ('л', ""l'""), ('ь', '-')]"
1024,"['с', 'в', 'о', 'д']","['s', 'v', 'o0', 't']",2016,"[('с', 's'), ('в', 'v'), ('о', 'o0'), ('д', 't')]"
1025,"['с', 'н', 'о', 'в']","['s', 'n', 'o0', 'f']",2016,"[('с', 's'), ('н', 'n'), ('о', 'o0'), ('в', 'f')]"
1026,"['с', 'т', 'ы', 'д']","['s', 't', 'y0', 't']",2016,"[('с', 's'), ('т', 't'), ('ы', 'y0'), ('д', 't')]"
1027,"['т', 'е', 'м']","[""t'"", 'e0', 'm']",2016,"[('т', ""t'""), ('е', 'e0'), ('м', 'm')]"
1028,"['т', 'к', 'а', 'н', 'ь']","['t', 'k', 'a0', ""n'""]",2016,"[('т', 't'), ('к', 'k'), ('а', 'a0'), ('н', ""n'""), ('ь', '-')]"
1029,"['т', 'о', 'м']","['t', 'o0', 'm']",2016,"[('т', 't'), ('о', 'o0'), ('м', 'm')]"
1030,"['т', 'у', 'ч']","['t', 'u0', 'ch']",2016,"[('т', 't'), ('у', 'u0'), ('ч', 'ch')]"
1031,"['х', 'о', 'ш', 'ь']","['h', 'o0', 'sh']",2016,"[('х', 'h'), ('о', 'o0'), ('ш', 'sh'), ('ь', '-')]"
1032,"['и', 'м']","['i0', 'm']",2016,"[('и', 'i0'), ('м', 'm')]"
1033,"['п', 'е', 'с', 'н', 'ь']","[""p'"", 'e0', ""s'"", ""n'""]",2016,"[('п', ""p'""), ('е', 'e0'), ('с', ""s'""), ('н', ""n'""), ('ь', '-')]"
1034,"['с', 'т', 'и', 'х']","[""s'"", ""t'"", 'i0', 'h']",2016,"[('с', ""s'""), ('т', ""t'""), ('и', 'i0'), ('х', 'h')]"
1035,"['ч', 'и', 'с', 'т']","['ch', 'i0', 's', 't']",2016,"[('ч', 'ch'), ('и', 'i0'), ('с', 's'), ('т', 't')]"
1036,"['в', 'с', 'е']","['f', ""s'"", 'e0']",2016,"[('в', 'f'), ('с', ""s'""), ('е', 'e0')]"
1037,"['л', 'ь', 'н', 'а']","[""l'"", 'n', 'a0']",2016,"[('л', ""l'""), ('ь', '-'), ('н', 'n'), ('а', 'a0')]"
1038,"['с', 'т', 'в', 'о', 'л']","['s', 't', 'v', 'o0', 'l']",2016,"[('с', 's'), ('т', 't'), ('в', 'v'), ('о', 'o0'), ('л', 'l')]"
1039,"['а', 'л', 'ь']","['a0', ""l'""]",2016,"[('а', 'a0'), ('л', ""l'""), ('ь', '-')]"
1040,"['в', 'а', 'й', 'с']","['v', 'a0', 'j', 's']",2016,"[('в', 'v'), ('а', 'a0'), ('й', 'j'), ('с', 's')]"
1041,"['б', 'а', 'б']","['b', 'a0', 'p']",1915,"[('б', 'b'), ('а', 'a0'), ('б', 'p')]"
1042,"['б', 'а', 'л']","['b', 'a0', 'l']",1915,"[('б', 'b'), ('а', 'a0'), ('л', 'l')]"
1043,"['в', 'е', 'р', 'х']","[""v'"", 'e0', 'r', 'h']",1915,"[('в', ""v'""), ('е', 'e0'), ('р', 'r'), ('х', 'h')]"
1044,"['в', 'е', 'с', 'т', 'ь']","[""v'"", 'e0', ""s'"", ""t'""]",1915,"[('в', ""v'""), ('е', 'e0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
1045,"['в', 'о', 'п', 'л', 'ь']","['v', 'o0', 'p', ""l'""]",1915,"[('в', 'v'), ('о', 'o0'), ('п', 'p'), ('л', ""l'""), ('ь', '-')]"
1046,"['г', 'в', 'о', 'з', 'д', 'ь']","['g', 'v', 'o0', ""z'"", ""t'""]",1915,"[('г', 'g'), ('в', 'v'), ('о', 'o0'), ('з', ""z'""), ('д', ""t'""), ('ь', '-')]"
1047,"['г', 'р', 'а', 'д']","['g', 'r', 'a0', 't']",1915,"[('г', 'g'), ('р', 'r'), ('а', 'a0'), ('д', 't')]"
1048,"['г', 'у', 'л']","['g', 'u0', 'l']",1915,"[('г', 'g'), ('у', 'u0'), ('л', 'l')]"
1049,"['д', 'а', 'м']","['d', 'a0', 'm']",1915,"[('д', 'd'), ('а', 'a0'), ('м', 'm')]"
1050,"['д', 'н', 'о']","['d', 'n', 'o0']",1915,"[('д', 'd'), ('н', 'n'), ('о', 'o0')]"
1051,"['д', 'р', 'о', 'ж', 'ь']","['d', 'r', 'o0', 'sh']",1915,"[('д', 'd'), ('р', 'r'), ('о', 'o0'), ('ж', 'sh'), ('ь', '-')]"
1052,['е'],"['j', 'e0']",1915,"[('е', 'je0')]"
1053,"['к', 'а', 'з', 'н', 'ь']","['k', 'a0', ""z'"", ""n'""]",1915,"[('к', 'k'), ('а', 'a0'), ('з', ""z'""), ('н', ""n'""), ('ь', '-')]"
1054,"['м', 'а', 'р', 'ш']","['m', 'a0', 'r', 'sh']",1915,"[('м', 'm'), ('а', 'a0'), ('р', 'r'), ('ш', 'sh')]"
1055,"['н', 'е', 'ф', 'т', 'ь']","[""n'"", 'e0', 'f', ""t'""]",1915,"[('н', ""n'""), ('е', 'e0'), ('ф', 'f'), ('т', ""t'""), ('ь', '-')]"
1056,"['и', 'м']","['i0', 'm']",1915,"[('и', 'i0'), ('м', 'm')]"
1057,"['п', 'и', 'р']","[""p'"", 'i0', 'r']",1915,"[('п', ""p'""), ('и', 'i0'), ('р', 'r')]"
1058,"['п', 'л', 'о', 'т', 'ь']","['p', 'l', 'o0', ""t'""]",1915,"[('п', 'p'), ('л', 'l'), ('о', 'o0'), ('т', ""t'""), ('ь', '-')]"
1059,"['р', 'а', 'к']","['r', 'a0', 'k']",1915,"[('р', 'r'), ('а', 'a0'), ('к', 'k')]"
1060,"['р', 'в', 'а', 'т', 'ь']","['r', 'v', 'a0', ""t'""]",1915,"[('р', 'r'), ('в', 'v'), ('а', 'a0'), ('т', ""t'""), ('ь', '-')]"
1061,"['р', 'в', 'ё', 'т']","['r', ""v'"", 'o0', 't']",1915,"[('р', 'r'), ('в', ""v'""), ('ё', 'o0'), ('т', 't')]"
1062,"['т', 'к', 'а', 'н', 'ь']","['t', 'k', 'a0', ""n'""]",1915,"[('т', 't'), ('к', 'k'), ('а', 'a0'), ('н', ""n'""), ('ь', '-')]"
1063,"['в', 'и', 'н']","[""v'"", 'i0', 'n']",1915,"[('в', ""v'""), ('и', 'i0'), ('н', 'n')]"
1064,"['в', 'п', 'а', 'л']","['f', 'p', 'a0', 'l']",1915,"[('в', 'f'), ('п', 'p'), ('а', 'a0'), ('л', 'l')]"
1065,"['д', 'у', 'м']","['d', 'u0', 'm']",1915,"[('д', 'd'), ('у', 'u0'), ('м', 'm')]"
1066,"['м', 'р', 'а', 'к']","['m', 'r', 'a0', 'k']",1915,"[('м', 'm'), ('р', 'r'), ('а', 'a0'), ('к', 'k')]"
1067,['и'],['i0'],1915,"[('и', 'i0')]"
1068,"['о', 'т']","['o0', 't']",1915,"[('о', 'o0'), ('т', 't')]"
1069,"['с', 'о', 'к']","['s', 'o0', 'k']",1915,"[('с', 's'), ('о', 'o0'), ('к', 'k')]"
1070,"['ш', 'т', 'о']","['sh', 't', 'o0']",1915,"[('ш', 'sh'), ('т', 't'), ('о', 'o0')]"
1071,"['ф', 'р', 'а', 'н', 'ц']","['f', 'r', 'a0', 'n', 'c']",1915,"[('ф', 'f'), ('р', 'r'), ('а', 'a0'), ('н', 'n'), ('ц', 'c')]"
1072,"['з', 'м', 'е', 'й']","['z', ""m'"", 'e0', 'j']",1915,"[('з', 'z'), ('м', ""m'""), ('е', 'e0'), ('й', 'j')]"
1073,"['м', 'я', 'ч']","[""m'"", 'a0', 'ch']",1915,"[('м', ""m'""), ('я', 'a0'), ('ч', 'ch')]"
1074,"['б', 'о', 'р']","['b', 'o0', 'r']",1915,"[('б', 'b'), ('о', 'o0'), ('р', 'r')]"
1075,"['а', 'д']","['a0', 't']",1814,"[('а', 'a0'), ('д', 't')]"
1076,"['б', 'и', 'т', 'ь']","[""b'"", 'i0', ""t'""]",1814,"[('б', ""b'""), ('и', 'i0'), ('т', ""t'""), ('ь', '-')]"
1077,"['б', 'ь', 'ю', 'т']","[""b'"", 'j', 'u0', 't']",1814,"[('б', ""b'""), ('ь', '-'), ('ю', 'ju0'), ('т', 't')]"
1078,"['б', 'о', 'д', 'р']","['b', 'o0', 'd', 'r']",1814,"[('б', 'b'), ('о', 'o0'), ('д', 'd'), ('р', 'r')]"
1079,"['в', 'б', 'о', 'к']","['v', 'b', 'o0', 'k']",1814,"[('в', 'v'), ('б', 'b'), ('о', 'o0'), ('к', 'k')]"
1080,"['в', 'з', 'в', 'о', 'д']","['v', 'z', 'v', 'o0', 't']",1814,"[('в', 'v'), ('з', 'z'), ('в', 'v'), ('о', 'o0'), ('д', 't')]"
1081,"['г', 'н', 'а', 'л']","['g', 'n', 'a0', 'l']",1814,"[('г', 'g'), ('н', 'n'), ('а', 'a0'), ('л', 'l')]"
1082,"['ж', 'д', 'и']","['zh', ""d'"", 'i0']",1814,"[('ж', 'zh'), ('д', ""d'""), ('и', 'i0')]"
1083,"['ж', 'е']","['zh', 'e0']",1814,"[('ж', 'zh'), ('е', 'e0')]"
1084,"['ж', 'г', 'л', 'и']","['zh', 'g', ""l'"", 'i0']",1814,"[('ж', 'zh'), ('г', 'g'), ('л', ""l'""), ('и', 'i0')]"
1085,"['к', 'р', 'е', 'м', 'л', 'ь']","['k', ""r'"", 'e0', 'm', ""l'""]",1814,"[('к', 'k'), ('р', ""r'""), ('е', 'e0'), ('м', 'm'), ('л', ""l'""), ('ь', '-')]"
1086,"['л', 'г', 'а', 'т', 'ь']","['l', 'g', 'a0', ""t'""]",1814,"[('л', 'l'), ('г', 'g'), ('а', 'a0'), ('т', ""t'""), ('ь', '-')]"
1087,"['л', 'е', 'в']","[""l'"", 'e0', 'f']",1814,"[('л', ""l'""), ('е', 'e0'), ('в', 'f')]"
1088,"['л', 'о', 'б']","['l', 'o0', 'p']",1814,"[('л', 'l'), ('о', 'o0'), ('б', 'p')]"
1089,"['м', 'е', 'р', 'т', 'в']","[""m'"", 'e0', 'r', 't', 'f']",1814,"[('м', ""m'""), ('е', 'e0'), ('р', 'r'), ('т', 't'), ('в', 'f')]"
1090,"['м', 'о', 'щ', 'ь']","['m', 'o0', 'sc']",1814,"[('м', 'm'), ('о', 'o0'), ('щ', 'sc'), ('ь', '-')]"
1091,"['п', 'о', 'т']","['p', 'o0', 't']",1814,"[('п', 'p'), ('о', 'o0'), ('т', 't')]"
1092,"['р', 'и', 'т', 'м']","[""r'"", 'i0', 't', 'm']",1814,"[('р', ""r'""), ('и', 'i0'), ('т', 't'), ('м', 'm')]"
1093,"['с', 'м', 'е', 'й']","['s', ""m'"", 'e0', 'j']",1814,"[('с', 's'), ('м', ""m'""), ('е', 'e0'), ('й', 'j')]"
1094,"['с', 'н', 'ы']","['s', 'n', 'y0']",1814,"[('с', 's'), ('н', 'n'), ('ы', 'y0')]"
1095,"['с', 'п', 'и']","['s', ""p'"", 'i0']",1814,"[('с', 's'), ('п', ""p'""), ('и', 'i0')]"
1096,"['т', 'р', 'е', 'с', 'к']","['t', ""r'"", 'e0', 's', 'k']",1814,"[('т', 't'), ('р', ""r'""), ('е', 'e0'), ('с', 's'), ('к', 'k')]"
1097,"['ш', 'а', 'н', 'с']","['sh', 'a0', 'n', 's']",1814,"[('ш', 'sh'), ('а', 'a0'), ('н', 'n'), ('с', 's')]"
1098,"['ш', 'т', 'о', 'р', 'м']","['sh', 't', 'o0', 'r', 'm']",1814,"[('ш', 'sh'), ('т', 't'), ('о', 'o0'), ('р', 'r'), ('м', 'm')]"
1099,"['б', 'о', 'м', 'б']","['b', 'o0', 'm', 'p']",1814,"[('б', 'b'), ('о', 'o0'), ('м', 'm'), ('б', 'p')]"
1100,"['е', 'м']","['j', 'e0', 'm']",1814,"[('е', 'je0'), ('м', 'm')]"
1101,"['к', 'л', 'а', 'с', 'т', 'ь']","['k', 'l', 'a0', ""s'"", ""t'""]",1814,"[('к', 'k'), ('л', 'l'), ('а', 'a0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
1102,"['с', 'а', 'н']","['s', 'a0', 'n']",1814,"[('с', 's'), ('а', 'a0'), ('н', 'n')]"
1103,"['с', 'б', 'и', 'л']","['z', ""b'"", 'i0', 'l']",1814,"[('с', 'z'), ('б', ""b'""), ('и', 'i0'), ('л', 'l')]"
1104,"['с', 'у', 'п']","['s', 'u0', 'p']",1814,"[('с', 's'), ('у', 'u0'), ('п', 'p')]"
1105,"['м', 'я']","[""m'"", 'a0']",1814,"[('м', ""m'""), ('я', 'a0')]"
1106,"['д', 'у', 'ш']","['d', 'u0', 'sh']",1814,"[('д', 'd'), ('у', 'u0'), ('ш', 'sh')]"
1107,"['я', 'н']","['j', 'a0', 'n']",1814,"[('я', 'ja0'), ('н', 'n')]"
1108,"['м', 'а', 'т', 'ь']","['m', 'a0', ""t'""]",1814,"[('м', 'm'), ('а', 'a0'), ('т', ""t'""), ('ь', '-')]"
1109,"['ш', 'т', 'о']","['sh', 't', 'o0']",1814,"[('ш', 'sh'), ('т', 't'), ('о', 'o0')]"
1110,"['а', 'н']","['a0', 'n']",1714,"[('а', 'a0'), ('н', 'n')]"
1111,"['б', 'е', 'г']","[""b'"", 'e0', 'k']",1714,"[('б', ""b'""), ('е', 'e0'), ('г', 'k')]"
1112,"['б', 'л', 'о', 'к']","['b', 'l', 'o0', 'k']",1714,"[('б', 'b'), ('л', 'l'), ('о', 'o0'), ('к', 'k')]"
1113,"['в', 'а', 'л', 'ь', 'с']","['v', 'a0', ""l'"", 's']",1714,"[('в', 'v'), ('а', 'a0'), ('л', ""l'""), ('ь', '-'), ('с', 's')]"
1114,"['в', 'г', 'л', 'у', 'б', 'ь']","['v', 'g', 'l', 'u0', ""p'""]",1714,"[('в', 'v'), ('г', 'g'), ('л', 'l'), ('у', 'u0'), ('б', ""p'""), ('ь', '-')]"
1115,"['в', 'с', 'ю']","['f', ""s'"", 'u0']",1714,"[('в', 'f'), ('с', ""s'""), ('ю', 'u0')]"
1116,"['в', 'и', 'з', 'г']","[""v'"", 'i0', 'z', 'k']",1714,"[('в', ""v'""), ('и', 'i0'), ('з', 'z'), ('г', 'k')]"
1117,"['в', 'о', 'й']","['v', 'o0', 'j']",1714,"[('в', 'v'), ('о', 'o0'), ('й', 'j')]"
1118,"['д', 'а', 'м']","['d', 'a0', 'm']",1714,"[('д', 'd'), ('а', 'a0'), ('м', 'm')]"
1119,"['л', 'ь', 'д', 'у']","[""l'"", 'd', 'u0']",1714,"[('л', ""l'""), ('ь', '-'), ('д', 'd'), ('у', 'u0')]"
1120,"['м', 'а', 'й']","['m', 'a0', 'j']",1714,"[('м', 'm'), ('а', 'a0'), ('й', 'j')]"
1121,"['п', 'с', 'ы']","['p', 's', 'y0']",1714,"[('п', 'p'), ('с', 's'), ('ы', 'y0')]"
1122,"['п', 'л', 'о', 'т', 'ь']","['p', 'l', 'o0', ""t'""]",1714,"[('п', 'p'), ('л', 'l'), ('о', 'o0'), ('т', ""t'""), ('ь', '-')]"
1123,"['р', 'о', 'ж', 'ь']","['r', 'o0', 'sh']",1714,"[('р', 'r'), ('о', 'o0'), ('ж', 'sh'), ('ь', '-')]"
1124,"['р', 'т', 'ы']","['r', 't', 'y0']",1714,"[('р', 'r'), ('т', 't'), ('ы', 'y0')]"
1125,"['с', 'в', 'о', 'д']","['s', 'v', 'o0', 't']",1714,"[('с', 's'), ('в', 'v'), ('о', 'o0'), ('д', 't')]"
1126,"['с', 'е', 'й']","[""s'"", 'e0', 'j']",1714,"[('с', ""s'""), ('е', 'e0'), ('й', 'j')]"
1127,"['с', 'ж', 'а', 'л']","['zh', 'a0', 'l']",1714,"[('с', '-'), ('ж', 'zh'), ('а', 'a0'), ('л', 'l')]"
1128,"['с', 'и', 'м']","[""s'"", 'i0', 'm']",1714,"[('с', ""s'""), ('и', 'i0'), ('м', 'm')]"
1129,"['т', 'о', 'к']","['t', 'o0', 'k']",1714,"[('т', 't'), ('о', 'o0'), ('к', 'k')]"
