word,pos,grapheme,phoneme_real,freq
контроль,7,л,l',8
контроль,8,ь,-,8
контрольные,1,к,k,3
контрольные,2,о,a,3
контрольные,3,н,n,3
контрольные,4,т,t,3
контрольные,5,р,r,3
контрольные,6,о,o,3
контрольные,7,л,l',3
контрольные,8,ь,-,3
контрольные,9,н,n,3
контрольные,10,ы,y,3
контрольные,11,е,ji,3
контрольных,1,к,k,3
контрольных,2,о,a,3
контрольных,3,н,n,3
контрольных,4,т,t,3
контрольных,5,р,r,3
контрольных,6,о,o,3
контрольных,7,л,l',3
контрольных,8,ь,-,3
контрольных,9,н,n,3
контрольных,10,ы,y,3
контрольных,11,х,h,3
конфет,1,к,k,3
конфет,2,о,a,3
конфет,3,н,n,3
конфет,4,ф,f',3
конфет,5,е,e,3
конфет,6,т,t,3
концах,1,к,k,3
концах,2,о,a,3
концах,3,н,n,3
концах,4,ц,c,3
концах,5,а,a,3
концах,6,х,h,3
концерт,1,к,k,3
концерт,2,о,a,3
концерт,3,н,n,3
концерт,4,ц,c,3
концерт,5,е,e,3
концерт,6,р,r,3
концерт,7,т,t,3
концерты,1,к,k,8
концерты,2,о,a,8
концерты,3,н,n,8
концерты,4,ц,c,8
концерты,5,е,e,8
концерты,6,р,r,8
концерты,7,т,t,8
концерты,8,ы,y,8
концов,1,к,k,8
концов,2,о,a,8
концов,3,н,n,8
концов,4,ц,c,8
концов,5,о,o,8
концов,6,в,f,8
концом,1,к,k,8
концом,2,о,a,8
концом,3,н,n,8
концом,4,ц,c,8
концом,5,о,o,8
концом,6,м,m,8
кончается,1,к,k,3
кончается,2,о,a,3
кончается,3,н,n',3
кончается,4,ч,ch,3
кончается,5,а,a,3
кончается,6,е,ji,3
кончается,7,т,-,3
кончается,8,с,c,3
кончается,9,я,a,3
кончай,1,к,k,3
кончай,2,о,a,3
кончай,3,н,n',3
кончай,4,ч,ch,3
кончай,5,а,a,3
кончай,6,й,j,3
кончался,1,к,k,2
кончался,2,о,a,2
кончался,3,н,n',2
кончался,4,ч,ch,2
кончался,5,а,a,2
кончался,6,л,l,2
кончался,7,с,s',2
кончался,8,я,a,2
кончено,1,к,k,8
кончено,2,о,o,8
кончено,3,н,n',8
кончено,4,ч,ch,8
кончено,5,е,i,8
кончено,6,н,n,8
кончено,7,о,a,8
кончик,1,к,k,8
кончик,2,о,o,8
кончик,3,н,n',8
кончик,4,ч,ch,8
кончик,5,и,i,8
кончик,6,к,k,8
кончила,1,к,k,2
кончила,2,о,o,2
кончила,3,н,n',2
кончила,4,ч,ch,2
кончила,5,и,i,2
кончила,6,л,l,2
кончила,7,а,a,2
кончилось,1,к,k,30
кончилось,2,о,o,30
кончилось,3,н,n',30
кончилось,4,ч,ch,30
кончилось,5,и,i,30
кончилось,6,л,l,30
кончилось,7,о,a,30
кончилось,8,с,s',30
кончилось,9,ь,-,30
коньяк,1,к,k,6
коньяк,2,о,a,6
коньяк,3,н,n',6
коньяк,4,ь,-,6
коньяк,5,я,ja,6
коньяк,6,к,k,6
кооператив,1,к,k,3
кооператив,2,о,a,3
кооператив,3,о,a,3
кооператив,4,п,p',3
кооператив,5,е,i,3
кооператив,6,р,r,3
кооператив,7,а,a,3
кооператив,8,т,t',3
кооператив,9,и,i,3
кооператив,10,в,f,3
кооперативном,1,к,k,3
кооперативном,2,о,a,3
кооперативном,3,о,a,3
кооперативном,4,п,p',3
кооперативном,5,е,i,3
кооперативном,6,р,r,3
кооперативном,7,а,a,3
кооперативном,8,т,t',3
кооперативном,9,и,i,3
кооперативном,10,в,v,3
кооперативном,11,н,n,3
кооперативном,12,о,a,3
кооперативном,13,м,m,3
кооперативную,1,к,k,8
кооперативную,2,о,a,8
кооперативную,3,о,a,8
кооперативную,4,п,p',8
кооперативную,5,е,i,8
кооперативную,6,р,r,8
кооперативную,7,а,a,8
кооперативную,8,т,t',8
кооперативную,9,и,i,8
кооперативную,10,в,v,8
кооперативную,11,н,n,8
кооперативную,12,у,u,8
кооперативную,13,ю,ju,8
кооперативом,1,к,k,3
кооперативом,2,о,a,3
кооперативом,3,о,a,3
кооперативом,4,п,p',3
кооперативом,5,е,i,3
кооперативом,6,р,r,3
кооперативом,7,а,a,3
кооперативом,8,т,t',3
кооперативом,9,и,i,3
кооперативом,10,в,v,3
кооперативом,11,о,a,3
кооперативом,12,м,m,3
копейки,1,к,k,8
копейки,2,о,a,8
копейки,3,п,p',8
копейки,4,е,e,8
копейки,5,й,j,8
копейки,6,к,k',8
копейки,7,и,i,8
копия,1,к,k,11
копия,2,о,o,11
копия,3,п,p',11
копия,4,и,i,11
копия,5,я,ja,11
корабль,1,к,k,3
корабль,2,о,a,3
корабль,3,р,r,3
корабль,4,а,a,3
корабль,5,б,b,3
корабль,6,л,l',3
корабль,7,ь,-,3
коридор,1,к,k,44
коридор,2,о,a,44
коридор,3,р,r',44
коридор,4,и,i,44
коридор,5,д,d,44
коридор,6,о,o,44
коридор,7,р,r,44
коридоре,1,к,k,36
коридоре,2,о,a,36
коридоре,3,р,r',36
коридоре,4,и,i,36
коридоре,5,д,d,36
коридоре,6,о,o,36
коридоре,7,р,r',36
коридоре,8,е,i,36
коридору,1,к,k,49
коридору,2,о,a,49
коридору,3,р,r',49
коридору,4,и,i,49
коридору,5,д,d,49
коридору,6,о,o,49
коридору,7,р,r,49
коридору,8,у,u,49
корил,1,к,k,3
корил,2,о,a,3
корил,3,р,r',3
корил,4,и,i,3
корил,5,л,l,3
коричневой,1,к,k,5
коричневой,2,о,a,5
коричневой,3,р,r',5
коричневой,4,и,i,5
коричневой,5,ч,ch,5
коричневой,6,н,n',5
коричневой,7,е,i,5
коричневой,8,в,v,5
коричневой,9,о,a,5
коричневой,10,й,j,5
коричневую,1,к,k,3
коричневую,2,о,a,3
коричневую,3,р,r',3
коричневую,4,и,i,3
коричневую,5,ч,ch,3
коричневую,6,н,n',3
коричневую,7,е,i,3
коричневую,8,в,v,3
коричневую,9,у,u,3
коричневую,10,ю,ju,3
коричневые,1,к,k,2
коричневые,2,о,a,2
коричневые,3,р,r',2
коричневые,4,и,i,2
коричневые,5,ч,ch,2
коричневые,6,н,n',2
коричневые,7,е,i,2
коричневые,8,в,v,2
коричневые,9,ы,y,2
коричневые,10,е,ji,2
корками,1,к,k,3
корками,2,о,o,3
корками,3,р,r,3
корками,4,к,k,3
корками,5,а,a,3
корками,6,м,m',3
корками,7,и,i,3
корки,1,к,k,6
корки,2,о,o,6
корки,3,р,r,6
корки,4,к,k',6
корки,5,и,i,6
кормила,1,к,k,3
кормила,2,о,a,3
кормила,3,р,r,3
кормила,4,м,m',3
кормила,5,и,i,3
кормила,6,л,l,3
кормила,7,а,a,3
коробка,1,к,k,3
коробка,2,о,a,3
коробка,3,р,r,3
коробка,4,о,o,3
коробка,5,б,p,3
коробка,6,к,k,3
коробка,7,а,a,3
коробке,1,к,k,3
коробке,2,о,a,3
коробке,3,р,r,3
коробке,4,о,o,3
коробке,5,б,p,3
коробке,6,к,k',3
коробке,7,е,i,3
коробку,1,к,k,6
коробку,2,о,a,6
коробку,3,р,r,6
коробку,4,о,o,6
коробку,5,б,p,6
коробку,6,к,k,6
коробку,7,у,u,6
короткие,1,к,k,10
короткие,2,о,a,10
короткие,3,р,r,10
короткие,4,о,o,10
короткие,5,т,t,10
короткие,6,к,k',10
короткие,7,и,i,10
короткие,8,е,i,10
коротким,1,к,k,3
коротким,2,о,a,3
коротким,3,р,r,3
коротким,4,о,o,3
коротким,5,т,t,3
коротким,6,к,k',3
коротким,7,и,i,3
коротким,8,м,m,3
короткими,1,к,k,8
короткими,2,о,a,8
короткими,3,р,r,8
короткими,4,о,o,8
короткими,5,т,t,8
короткими,6,к,k',8
короткими,7,и,i,8
короткими,8,м,m',8
короткими,9,и,i,8
коротко,1,к,k,8
коротко,2,о,o,8
коротко,3,р,r,8
коротко,4,о,a,8
коротко,5,т,t,8
коротко,6,к,k,8
коротко,7,о,a,8
короткой,1,к,k,8
короткой,2,о,a,8
короткой,3,р,r,8
короткой,4,о,o,8
короткой,5,т,t,8
короткой,6,к,k,8
короткой,7,о,a,8
короткой,8,й,j,8
коротком,1,к,k,8
коротком,2,о,a,8
коротком,3,р,r,8
коротком,4,о,o,8
коротком,5,т,t,8
коротком,6,к,k,8
коротком,7,о,a,8
коротком,8,м,m,8
короче,1,к,k,6
короче,2,о,a,6
короче,3,р,r,6
короче,4,о,o,6
короче,5,ч,ch,6
короче,6,е,i,6
корпуса,1,к,k,3
корпуса,2,о,o,3
корпуса,3,р,r,3
корпуса,4,п,p,3
корпуса,5,у,u,3
корпуса,6,с,s,3
корпуса,7,а,a,3
корпят,1,к,k,7
корпят,2,о,a,7
корпят,3,р,r,7
корпят,4,п,p',7
корпят,5,я,a,7
корпят,6,т,t,7
корректен,1,к,k,8
корректен,2,о,a,8
корректен,3,р,r',8
корректен,4,р,-,8
корректен,5,е,e,8
корректен,6,к,k,8
корректен,7,т,t',8
корректен,8,е,i,8
корректен,9,н,n,8
корректно,1,к,k,8
корректно,2,о,a,8
корректно,3,р,r',8
корректно,4,р,-,8
корректно,5,е,e,8
корректно,6,к,k,8
корректно,7,т,t,8
корректно,8,н,n,8
корректно,9,о,a,8
корт,1,к,k,3
корт,2,о,o,3
корт,3,р,r,3
корт,4,т,t,3
корте,1,к,k,3
корте,2,о,o,3
корте,3,р,r,3
корте,4,т,t',3
корте,5,е,i,3
корточки,1,к,k,16
корточки,2,о,o,16
корточки,3,р,r,16
корточки,4,т,t,16
корточки,5,о,a,16
корточки,6,ч,ch,16
корточки,7,к,k',16
корточки,8,и,i,16
корысти,1,к,k,3
корысти,2,о,a,3
корысти,3,р,r,3
корысти,4,ы,y,3
корысти,5,с,s',3
корысти,6,т,t',3
корысти,7,и,i,3
корысть,1,к,k,3
корысть,2,о,a,3
корысть,3,р,r,3
корысть,4,ы,y,3
корысть,5,с,s',3
корысть,6,т,t',3
корысть,7,ь,-,3
корявыми,1,к,k,3
корявыми,2,о,a,3
корявыми,3,р,r',3
корявыми,4,я,a,3
корявыми,5,в,v,3
корявыми,6,ы,y,3
корявыми,7,м,m',3
корявыми,8,и,i,3
костик,1,к,k,48
костик,2,о,o,48
костик,3,с,s',48
костик,4,т,t',48
костик,5,и,i,48
костик,6,к,k,48
костика,1,к,k,40
костика,2,о,o,40
костика,3,с,s',40
костика,4,т,t',40
костика,5,и,i,40
костика,6,к,k,40
костика,7,а,a,40
костику,1,к,k,11
костику,2,о,o,11
костику,3,с,s',11
костику,4,т,t',11
костику,5,и,i,11
костику,6,к,k,11
костику,7,у,u,11
кость,1,к,k,3
кость,2,о,o,3
кость,3,с,s',3
кость,4,т,t',3
кость,5,ь,-,3
костюм,1,к,k,12
костюм,2,о,a,12
костюм,3,с,s',12
костюм,4,т,t',12
костюм,5,ю,u,12
костюм,6,м,m,12
костюмах,1,к,k,3
костюмах,2,о,a,3
костюмах,3,с,s',3
костюмах,4,т,t',3
костюмах,5,ю,u,3
костюмах,6,м,m,3
костюмах,7,а,a,3
костюмах,8,х,h,3
костюме,1,к,k,9
костюме,2,о,a,9
костюме,3,с,s',9
костюме,4,т,t',9
костюме,5,ю,u,9
костюме,6,м,m',9
костюме,7,е,i,9
костяшек,1,к,k,3
костяшек,2,о,a,3
костяшек,3,с,s',3
костяшек,4,т,t',3
костяшек,5,я,a,3
костяшек,6,ш,sh,3
костяшек,7,е,y,3
костяшек,8,к,k,3
костяшками,1,к,k,3
костяшками,2,о,a,3
костяшками,3,с,s',3
костяшками,4,т,t',3
костяшками,5,я,a,3
костяшками,6,ш,sh,3
костяшками,7,к,k,3
костяшками,8,а,a,3
костяшками,9,м,m',3
костяшками,10,и,i,3
котелках,1,к,k,3
котелках,2,о,a,3
котелках,3,т,t',3
котелках,4,е,i,3
котелках,5,л,l,3
котелках,6,к,k,3
котелках,7,а,a,3
котелках,8,х,h,3
котлованами,1,к,k,3
котлованами,2,о,a,3
котлованами,3,т,t,3
котлованами,4,л,l,3
котлованами,5,о,a,3
котлованами,6,в,v,3
котлованами,7,а,a,3
котлованами,8,н,n,3
котлованами,9,а,a,3
котлованами,10,м,m',3
котлованами,11,и,i,3
которая,1,к,k,39
которая,2,о,a,39
которая,3,т,t,39
которая,4,о,o,39
которая,5,р,r,39
которая,6,а,a,39
которая,7,я,i,39
которого,1,к,k,48
которого,2,о,a,48
которого,3,т,t,48
которого,4,о,o,48
которого,5,р,r,48
которого,6,о,a,48
которого,7,г,v,48
которого,8,о,a,48
которое,1,к,k,33
которое,2,о,a,33
которое,3,т,t,33
которое,4,о,o,33
которое,5,р,r,33
которое,6,о,a,33
которое,7,е,ji,33
которой,1,к,k,102
которой,2,о,a,102
которой,3,т,t,102
которой,4,о,o,102
которой,5,р,r,102
которой,6,о,a,102
которой,7,й,j,102
котором,1,к,k,18
котором,2,о,a,18
котором,3,т,t,18
котором,4,о,o,18
котором,5,р,r,18
котором,6,о,a,18
котором,7,м,m,18
которому,1,к,k,8
которому,2,о,a,8
которому,3,т,t,8
которому,4,о,o,8
которому,5,р,r,8
которому,6,о,a,8
которому,7,м,m,8
которому,8,у,u,8
которую,1,к,k,46
которую,2,о,a,46
которую,3,т,t,46
которую,4,о,o,46
которую,5,р,r,46
которую,6,у,u,46
которую,7,ю,ju,46
которые,1,к,k,157
которые,2,о,a,157
которые,3,т,t,157
которые,4,о,o,157
которые,5,р,r,157
которые,6,ы,y,157
которые,7,е,i,157
которым,1,к,k,37
которым,2,о,a,37
которым,3,т,t,37
которым,4,о,o,37
которым,5,р,r,37
которым,6,ы,y,37
которым,7,м,m,37
которых,1,к,k,70
которых,2,о,a,70
которых,3,т,t,70
которых,4,о,o,70
которых,5,р,r,70
которых,6,ы,y,70
которых,7,х,h,70
кофточка,1,к,k,8
кофточка,2,о,o,8
кофточка,3,ф,f,8
кофточка,4,т,t,8
кофточка,5,о,a,8
кофточка,6,ч,ch,8
кофточка,7,к,k,8
кофточка,8,а,a,8
