,word,transcript,freq,corr
1886,"['з', 'д', 'о', 'р', 'о', 'в', 'а', 'т', 'ь', 'с', 'я']","['z', 'd', 'a', 'r', 'o', 'v', 'a', 'c', 'a']",11,"[('з', 'z'), ('д', 'd'), ('о', 'a'), ('р', 'r'), ('о', 'o'), ('в', 'v'), ('а', 'a'), ('т', '-'), ('ь', '-'), ('с', 'c'), ('я', 'a')]"
1887,"['з', 'д', 'о', 'р', 'о', 'в', 'о']","['z', 'd', 'o', 'r', 'a', 'v', 'a']",14,"[('з', 'z'), ('д', 'd'), ('о', 'o'), ('р', 'r'), ('о', 'a'), ('в', 'v'), ('о', 'a')]"
1888,"['з', 'д', 'о', 'р', 'о', 'в', 'ы', 'м']","['z', 'd', 'a', 'r', 'o', 'v', 'y', 'm']",8,"[('з', 'z'), ('д', 'd'), ('о', 'a'), ('р', 'r'), ('о', 'o'), ('в', 'v'), ('ы', 'y'), ('м', 'm')]"
1889,"['з', 'д', 'о', 'р', 'о', 'в', 'ь', 'е']","['z', 'd', 'a', 'r', 'o', ""v'"", 'j', 'i']",14,"[('з', 'z'), ('д', 'd'), ('о', 'a'), ('р', 'r'), ('о', 'o'), ('в', ""v'""), ('ь', '-'), ('е', 'ji')]"
1890,"['з', 'д', 'р', 'а', 'в', 'с', 'т', 'в', 'у', 'й']","['z', 'd', 'r', 'a', 's', 't', 'v', 'u', 'j']",6,"[('з', 'z'), ('д', 'd'), ('р', 'r'), ('а', 'a'), ('в', '-'), ('с', 's'), ('т', 't'), ('в', 'v'), ('у', 'u'), ('й', 'j')]"
1891,"['з', 'д', 'р', 'а', 'в', 'с', 'т', 'в', 'у', 'й', 'т', 'е']","['z', 'd', 'r', 'a', 's', 't', 'v', 'u', 'j', ""t'"", 'i']",9,"[('з', 'z'), ('д', 'd'), ('р', 'r'), ('а', 'a'), ('в', '-'), ('с', 's'), ('т', 't'), ('в', 'v'), ('у', 'u'), ('й', 'j'), ('т', ""t'""), ('е', 'i')]"
1892,"['з', 'д', 'р', 'а', 'с', 'т', 'е']","['z', 'd', 'r', 'a', ""s'"", ""t'"", 'i']",3,"[('з', 'z'), ('д', 'd'), ('р', 'r'), ('а', 'a'), ('с', ""s'""), ('т', ""t'""), ('е', 'i')]"
1893,"['з', 'е', 'л', 'е', 'н', 'ы', 'е']","[""z'"", 'i', ""l'"", 'o', 'n', 'y', 'j', 'i']",3,"[('з', ""z'""), ('е', 'i'), ('л', ""l'""), ('е', 'o'), ('н', 'n'), ('ы', 'y'), ('е', 'ji')]"
1894,"['з', 'е', 'л', 'е', 'н', 'ы', 'м']","[""z'"", 'i', ""l'"", 'o', 'n', 'y', 'm']",3,"[('з', ""z'""), ('е', 'i'), ('л', ""l'""), ('е', 'o'), ('н', 'n'), ('ы', 'y'), ('м', 'm')]"
1895,"['з', 'е', 'л', 'е', 'н', 'ы', 'м', 'и']","[""z'"", 'i', ""l'"", 'o', 'n', 'y', ""m'"", 'i']",6,"[('з', ""z'""), ('е', 'i'), ('л', ""l'""), ('е', 'o'), ('н', 'n'), ('ы', 'y'), ('м', ""m'""), ('и', 'i')]"
1896,"['з', 'е', 'л', 'е', 'н', 'ь']","[""z'"", 'e', ""l'"", 'i', ""n'""]",3,"[('з', ""z'""), ('е', 'e'), ('л', ""l'""), ('е', 'i'), ('н', ""n'""), ('ь', '-')]"
1897,"['з', 'е', 'м', 'л', 'ю']","[""z'"", 'e', 'm', ""l'"", 'u']",3,"[('з', ""z'""), ('е', 'e'), ('м', 'm'), ('л', ""l'""), ('ю', 'u')]"
1898,"['з', 'е', 'р', 'к', 'а', 'л', 'о', 'м']","[""z'"", 'e', 'r', 'k', 'a', 'l', 'a', 'm']",8,"[('з', ""z'""), ('е', 'e'), ('р', 'r'), ('к', 'k'), ('а', 'a'), ('л', 'l'), ('о', 'a'), ('м', 'm')]"
1899,"['з', 'е', 'р', 'к', 'а', 'л', 'у']","[""z'"", 'e', 'r', 'k', 'a', 'l', 'u']",11,"[('з', ""z'""), ('е', 'e'), ('р', 'r'), ('к', 'k'), ('а', 'a'), ('л', 'l'), ('у', 'u')]"
1900,"['з', 'и', 'м', 'н', 'е', 'г', 'о']","[""z'"", 'i', 'm', ""n'"", 'i', 'v', 'a']",3,"[('з', ""z'""), ('и', 'i'), ('м', 'm'), ('н', ""n'""), ('е', 'i'), ('г', 'v'), ('о', 'a')]"
1901,"['з', 'и', 'м', 'н', 'и', 'й']","[""z'"", 'i', 'm', ""n'"", 'i', 'j']",3,"[('з', ""z'""), ('и', 'i'), ('м', 'm'), ('н', ""n'""), ('и', 'i'), ('й', 'j')]"
1902,"['з', 'и', 'м', 'о', 'й']","[""z'"", 'i', 'm', 'o', 'j']",3,"[('з', ""z'""), ('и', 'i'), ('м', 'm'), ('о', 'o'), ('й', 'j')]"
1903,"['з', 'и', 'м', 'у']","[""z'"", 'i', 'm', 'u']",8,"[('з', ""z'""), ('и', 'i'), ('м', 'm'), ('у', 'u')]"
1904,"['з', 'л', 'и', 'л', 'с', 'я']","['z', ""l'"", 'i', 'l', ""s'"", 'a']",20,"[('з', 'z'), ('л', ""l'""), ('и', 'i'), ('л', 'l'), ('с', ""s'""), ('я', 'a')]"
1905,"['з', 'л', 'и', 'ш', 'ь', 'с', 'я']","['z', ""l'"", 'i', 'sh', ""s'"", 'a']",3,"[('з', 'z'), ('л', ""l'""), ('и', 'i'), ('ш', 'sh'), ('ь', '-'), ('с', ""s'""), ('я', 'a')]"
1906,"['з', 'л', 'о', 'б', 'о', 'й']","['z', 'l', 'o', 'b', 'a', 'j']",3,"[('з', 'z'), ('л', 'l'), ('о', 'o'), ('б', 'b'), ('о', 'a'), ('й', 'j')]"
1907,"['з', 'л', 'о', 'г', 'о']","['z', 'l', 'o', 'v', 'a']",3,"[('з', 'z'), ('л', 'l'), ('о', 'o'), ('г', 'v'), ('о', 'a')]"
1908,"['з', 'л', 'о', 'р', 'а', 'д', 'н', 'о']","['z', 'l', 'a', 'r', 'a', 'd', 'n', 'a']",3,"[('з', 'z'), ('л', 'l'), ('о', 'a'), ('р', 'r'), ('а', 'a'), ('д', 'd'), ('н', 'n'), ('о', 'a')]"
1909,"['з', 'л', 'о', 'р', 'а', 'д', 'н', 'о', 'й']","['z', 'l', 'a', 'r', 'a', 'd', 'n', 'a', 'j']",3,"[('з', 'z'), ('л', 'l'), ('о', 'a'), ('р', 'r'), ('а', 'a'), ('д', 'd'), ('н', 'n'), ('о', 'a'), ('й', 'j')]"
1910,"['з', 'л', 'о', 'с', 'т', 'ь', 'ю']","['z', 'l', 'o', ""s'"", ""t'"", 'j', 'u']",3,"[('з', 'z'), ('л', 'l'), ('о', 'o'), ('с', ""s'""), ('т', ""t'""), ('ь', '-'), ('ю', 'ju')]"
1911,"['з', 'н', 'а', 'е', 'т']","['z', 'n', 'a', 'i', 't']",33,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('е', 'i'), ('т', 't')]"
1912,"['з', 'н', 'а', 'е', 'т', 'е']","['z', 'n', 'a', 'i', ""t'"", 'i']",51,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('е', 'i'), ('т', ""t'""), ('е', 'i')]"
1913,"['з', 'н', 'а', 'е', 'ш', 'ь']","['z', 'n', 'a', 'i', 'sh']",56,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('е', 'i'), ('ш', 'sh'), ('ь', '-')]"
1914,"['з', 'н', 'а', 'к', 'о', 'м']","['z', 'n', 'a', 'k', 'o', 'm']",3,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('к', 'k'), ('о', 'o'), ('м', 'm')]"
1915,"['з', 'н', 'а', 'к', 'о', 'м', 'а', 'я']","['z', 'n', 'a', 'k', 'o', 'm', 'a', 'j', 'a']",9,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('к', 'k'), ('о', 'o'), ('м', 'm'), ('а', 'a'), ('я', 'ja')]"
1916,"['з', 'н', 'а', 'к', 'о', 'м', 'с', 'т', 'в', 'а']","['z', 'n', 'a', 'k', 'o', 'm', 's', 't', 'v', 'a']",11,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('к', 'k'), ('о', 'o'), ('м', 'm'), ('с', 's'), ('т', 't'), ('в', 'v'), ('а', 'a')]"
1917,"['з', 'н', 'а', 'к', 'о', 'м', 'ы']","['z', 'n', 'a', 'k', 'o', 'm', 'y']",6,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('к', 'k'), ('о', 'o'), ('м', 'm'), ('ы', 'y')]"
1918,"['з', 'н', 'а', 'к', 'о', 'м', 'ы', 'й']","['z', 'n', 'a', 'k', 'o', 'm', 'y', 'j']",8,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('к', 'k'), ('о', 'o'), ('м', 'm'), ('ы', 'y'), ('й', 'j')]"
1919,"['з', 'н', 'а', 'к', 'о', 'м', 'ы', 'м', 'и']","['z', 'n', 'a', 'k', 'o', 'm', 'y', ""m'"", 'i']",8,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('к', 'k'), ('о', 'o'), ('м', 'm'), ('ы', 'y'), ('м', ""m'""), ('и', 'i')]"
1920,"['з', 'н', 'а', 'к', 'о', 'м', 'ы', 'х']","['z', 'n', 'a', 'k', 'o', 'm', 'y', 'h']",19,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('к', 'k'), ('о', 'o'), ('м', 'm'), ('ы', 'y'), ('х', 'h')]"
1921,"['з', 'н', 'а', 'л']","['z', 'n', 'a', 'l']",128,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('л', 'l')]"
1922,"['з', 'н', 'а', 'л', 'а']","['z', 'n', 'a', 'l', 'a']",20,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('л', 'l'), ('а', 'a')]"
1923,"['з', 'н', 'а', 'л', 'и']","['z', 'n', 'a', ""l'"", 'i']",11,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('л', ""l'""), ('и', 'i')]"
1924,"['з', 'н', 'а', 'м', 'е', 'н', 'и', 'т', 'о', 'г', 'о']","['z', 'n', 'a', ""m'"", 'i', ""n'"", 'i', 't', 'a', 'v', 'a']",10,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('м', ""m'""), ('е', 'i'), ('н', ""n'""), ('и', 'i'), ('т', 't'), ('о', 'a'), ('г', 'v'), ('о', 'a')]"
1925,"['з', 'н', 'а', 'т', 'ь']","['z', 'n', 'a', ""t'""]",22,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('т', ""t'""), ('ь', '-')]"
1926,"['з', 'н', 'а', 'ч', 'е', 'н', 'и', 'е']","['z', 'n', 'a', 'ch', 'e', ""n'"", 'i', 'j', 'i']",16,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('ч', 'ch'), ('е', 'e'), ('н', ""n'""), ('и', 'i'), ('е', 'ji')]"
1927,"['з', 'н', 'а', 'ч', 'е', 'н', 'и', 'я']","['z', 'n', 'a', 'ch', 'e', ""n'"", 'i', 'a']",20,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('ч', 'ch'), ('е', 'e'), ('н', ""n'""), ('и', 'i'), ('я', 'a')]"
1928,"['з', 'н', 'а', 'ч', 'и', 'л', 'о']","['z', 'n', 'a', 'ch', 'i', 'l', 'a']",7,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('ч', 'ch'), ('и', 'i'), ('л', 'l'), ('о', 'a')]"
1929,"['з', 'н', 'а', 'ч', 'и', 'т']","['z', 'n', 'a', 'ch', 'i', 't']",281,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('ч', 'ch'), ('и', 'i'), ('т', 't')]"
1930,"['з', 'н', 'а', 'ч', 'и', 'т', 'е', 'л', 'ь', 'н', 'о', 'г', 'о']","['z', 'n', 'a', 'ch', 'i', ""t'"", 'i', ""l'"", 'n', 'a', 'v', 'a']",3,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('ч', 'ch'), ('и', 'i'), ('т', ""t'""), ('е', 'i'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('о', 'a'), ('г', 'v'), ('о', 'a')]"
1931,"['з', 'н', 'а', 'ч', 'и', 'т', 'е', 'л', 'ь', 'н', 'о', 'е']","['z', 'n', 'a', 'ch', 'i', ""t'"", 'i', ""l'"", 'n', 'a', 'j', 'i']",6,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('ч', 'ch'), ('и', 'i'), ('т', ""t'""), ('е', 'i'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('о', 'a'), ('е', 'ji')]"
1932,"['з', 'н', 'а', 'ч', 'и', 'т', 'е', 'л', 'ь', 'н', 'ы', 'е']","['z', 'n', 'a', 'ch', 'i', ""t'"", 'i', ""l'"", 'n', 'y', 'j', 'i']",3,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('ч', 'ch'), ('и', 'i'), ('т', ""t'""), ('е', 'i'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('ы', 'y'), ('е', 'ji')]"
1933,"['з', 'н', 'а', 'ч', 'и', 'т', 'е', 'л', 'ь', 'н', 'ы', 'м']","['z', 'n', 'a', 'ch', 'i', ""t'"", 'i', ""l'"", 'n', 'y', 'm']",5,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('ч', 'ch'), ('и', 'i'), ('т', ""t'""), ('е', 'i'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('ы', 'y'), ('м', 'm')]"
1934,"['з', 'н', 'а', 'ю']","['z', 'n', 'a', 'j', 'u']",174,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('ю', 'ju')]"
1935,"['з', 'н', 'а', 'ю', 'т']","['z', 'n', 'a', 'j', 'u', 't']",18,"[('з', 'z'), ('н', 'n'), ('а', 'a'), ('ю', 'ju'), ('т', 't')]"
1936,"['з', 'о', 'в']","['z', 'o', 'f']",8,"[('з', 'z'), ('о', 'o'), ('в', 'f')]"
1937,"['з', 'о', 'в', 'е', 'т']","['z', 'a', ""v'"", 'o', 't']",3,"[('з', 'z'), ('о', 'a'), ('в', ""v'""), ('е', 'o'), ('т', 't')]"
1938,"['з', 'о', 'в', 'у', 'т']","['z', 'a', 'v', 'u', 't']",54,"[('з', 'z'), ('о', 'a'), ('в', 'v'), ('у', 'u'), ('т', 't')]"
1939,"['з', 'о', 'л', 'о', 'т', 'о', 'й']","['z', 'a', 'l', 'a', 't', 'o', 'j']",3,"[('з', 'z'), ('о', 'a'), ('л', 'l'), ('о', 'a'), ('т', 't'), ('о', 'o'), ('й', 'j')]"
1940,"['з', 'о', 'л', 'о', 'т', 'ы', 'х']","['z', 'a', 'l', 'a', 't', 'y', 'h']",3,"[('з', 'z'), ('о', 'a'), ('л', 'l'), ('о', 'a'), ('т', 't'), ('ы', 'y'), ('х', 'h')]"
1941,"['з', 'о', 'н', 'т', 'а', 'м', 'и']","['z', 'a', 'n', 't', 'a', ""m'"", 'i']",2,"[('з', 'z'), ('о', 'a'), ('н', 'n'), ('т', 't'), ('а', 'a'), ('м', ""m'""), ('и', 'i')]"
1942,"['з', 'о', 'н', 'т', 'и', 'к']","['z', 'o', ""n'"", ""t'"", 'i', 'k']",8,"[('з', 'z'), ('о', 'o'), ('н', ""n'""), ('т', ""t'""), ('и', 'i'), ('к', 'k')]"
1943,"['з', 'о', 'н', 'т', 'и', 'к', 'а']","['z', 'o', ""n'"", ""t'"", 'i', 'k', 'a']",8,"[('з', 'z'), ('о', 'o'), ('н', ""n'""), ('т', ""t'""), ('и', 'i'), ('к', 'k'), ('а', 'a')]"
1944,"['з', 'о', 'р', 'ч', 'е']","['z', 'o', 'r', 'ch', 'i']",8,"[('з', 'z'), ('о', 'o'), ('р', 'r'), ('ч', 'ch'), ('е', 'i')]"
1945,"['з', 'р', 'а', 'ч', 'к', 'а', 'м', 'и']","['z', 'r', 'a', 'ch', 'k', 'a', ""m'"", 'i']",8,"[('з', 'z'), ('р', 'r'), ('а', 'a'), ('ч', 'ch'), ('к', 'k'), ('а', 'a'), ('м', ""m'""), ('и', 'i')]"
1946,"['з', 'р', 'е', 'н', 'и', 'я']","['z', ""r'"", 'e', ""n'"", 'i', 'j', 'a']",15,"[('з', 'z'), ('р', ""r'""), ('е', 'e'), ('н', ""n'""), ('и', 'i'), ('я', 'ja')]"
1947,"['з', 'у', 'б', 'а', 'м', 'и']","['z', 'u', 'b', 'a', ""m'"", 'i']",7,"[('з', 'z'), ('у', 'u'), ('б', 'b'), ('а', 'a'), ('м', ""m'""), ('и', 'i')]"
1948,"['з', 'у', 'б', 'н', 'о', 'й']","['z', 'u', 'b', 'n', 'o', 'j']",32,"[('з', 'z'), ('у', 'u'), ('б', 'b'), ('н', 'n'), ('о', 'o'), ('й', 'j')]"
1949,"['з', 'у', 'б', 'н', 'о', 'м']","['z', 'u', 'b', 'n', 'o', 'm']",7,"[('з', 'z'), ('у', 'u'), ('б', 'b'), ('н', 'n'), ('о', 'o'), ('м', 'm')]"
1950,"['з', 'у', 'б', 'н', 'ы', 'м']","['z', 'u', 'b', 'n', 'y', 'm']",3,"[('з', 'z'), ('у', 'u'), ('б', 'b'), ('н', 'n'), ('ы', 'y'), ('м', 'm')]"
1951,"['з', 'у', 'б', 'р', 'я', 'т']","['z', 'u', 'b', ""r'"", 'a', 't']",8,"[('з', 'z'), ('у', 'u'), ('б', 'b'), ('р', ""r'""), ('я', 'a'), ('т', 't')]"
1952,"['з', 'у', 'б', 'ы']","['z', 'u', 'b', 'y']",8,"[('з', 'z'), ('у', 'u'), ('б', 'b'), ('ы', 'y')]"
1953,"['з', 'у', 'р', 'и', 'н']","['z', 'u', ""r'"", 'i', 'n']",3,"[('з', 'z'), ('у', 'u'), ('р', ""r'""), ('и', 'i'), ('н', 'n')]"
1954,"['з', 'я', 'т', 'е', 'м']","[""z'"", 'a', ""t'"", 'i', 'm']",8,"[('з', ""z'""), ('я', 'a'), ('т', ""t'""), ('е', 'i'), ('м', 'm')]"
1955,"['и', 'б', 'о']","['i', 'b', 'a']",4,"[('и', 'i'), ('б', 'b'), ('о', 'a')]"
1956,"['и', 'в', 'а', 'н']","['i', 'v', 'a', 'n']",319,"[('и', 'i'), ('в', 'v'), ('а', 'a'), ('н', 'n')]"
1957,"['и', 'в', 'а', 'н']","['i', 'v', 'a', 'n']",319,"[('и', 'i'), ('в', 'v'), ('а', 'a'), ('н', 'n')]"
1958,"['и', 'в', 'а', 'н', 'а']","['i', 'v', 'a', 'n', 'a']",102,"[('и', 'i'), ('в', 'v'), ('а', 'a'), ('н', 'n'), ('а', 'a')]"
1959,"['и', 'в', 'а', 'н', 'е']","['y', 'v', 'a', ""n'"", 'i']",6,"[('и', 'y'), ('в', 'v'), ('а', 'a'), ('н', ""n'""), ('е', 'i')]"
1960,"['и', 'в', 'а', 'н', 'о', 'в']","['y', 'v', 'a', 'n', 'a', 'f']",3,"[('и', 'y'), ('в', 'v'), ('а', 'a'), ('н', 'n'), ('о', 'a'), ('в', 'f')]"
1961,"['и', 'в', 'а', 'н', 'о', 'в', 'а']","['y', 'v', 'a', 'n', 'a', 'v', 'a']",3,"[('и', 'y'), ('в', 'v'), ('а', 'a'), ('н', 'n'), ('о', 'a'), ('в', 'v'), ('а', 'a')]"
1962,"['и', 'в', 'а', 'н', 'о', 'в', 'и', 'ч', 'а']","['i', 'v', 'a', 'n', 'a', ""v'"", 'i', 'ch', 'a']",4,"[('и', 'i'), ('в', 'v'), ('а', 'a'), ('н', 'n'), ('о', 'a'), ('в', ""v'""), ('и', 'i'), ('ч', 'ch'), ('а', 'a')]"
1963,"['и', 'в', 'а', 'н', 'о', 'м']","['i', 'v', 'a', 'n', 'a', 'm']",27,"[('и', 'i'), ('в', 'v'), ('а', 'a'), ('н', 'n'), ('о', 'a'), ('м', 'm')]"
1964,"['и', 'в', 'а', 'н', 'у']","['i', 'v', 'a', 'n', 'u']",44,"[('и', 'i'), ('в', 'v'), ('а', 'a'), ('н', 'n'), ('у', 'u')]"
1965,"['и', 'г', 'о', 'р', 'ь']","['i', 'g', 'a', ""r'""]",16,"[('и', 'i'), ('г', 'g'), ('о', 'a'), ('р', ""r'""), ('ь', '-')]"
1966,"['и', 'г', 'о', 'р', 'я']","['i', 'g', 'a', ""r'"", 'i']",8,"[('и', 'i'), ('г', 'g'), ('о', 'a'), ('р', ""r'""), ('я', 'i')]"
1967,"['и', 'г', 'р', 'а', 'е', 'т']","['i', 'g', 'r', 'a', 'j', 'i', 't']",13,"[('и', 'i'), ('г', 'g'), ('р', 'r'), ('а', 'a'), ('е', 'ji'), ('т', 't')]"
1968,"['и', 'г', 'р', 'а', 'е', 'ш', 'ь']","['i', 'g', 'r', 'a', 'j', 'i', 'sh']",3,"[('и', 'i'), ('г', 'g'), ('р', 'r'), ('а', 'a'), ('е', 'ji'), ('ш', 'sh'), ('ь', '-')]"
1969,"['и', 'г', 'р', 'а', 'л', 'и']","['i', 'g', 'r', 'a', ""l'"", 'i']",14,"[('и', 'i'), ('г', 'g'), ('р', 'r'), ('а', 'a'), ('л', ""l'""), ('и', 'i')]"
1970,"['и', 'г', 'р', 'а', 'м', 'и']","['i', 'g', 'r', 'a', ""m'"", 'i']",5,"[('и', 'i'), ('г', 'g'), ('р', 'r'), ('а', 'a'), ('м', ""m'""), ('и', 'i')]"
1971,"['и', 'г', 'р', 'а', 'т', 'ь']","['i', 'g', 'r', 'a', ""t'""]",23,"[('и', 'i'), ('г', 'g'), ('р', 'r'), ('а', 'a'), ('т', ""t'""), ('ь', '-')]"
1972,"['и', 'г', 'р', 'а', 'ю', 'т']","['i', 'g', 'r', 'a', 'j', 'u', 't']",13,"[('и', 'i'), ('г', 'g'), ('р', 'r'), ('а', 'a'), ('ю', 'ju'), ('т', 't')]"
1973,"['и', 'г', 'р', 'о', 'к']","['i', 'g', 'r', 'o', 'k']",7,"[('и', 'i'), ('г', 'g'), ('р', 'r'), ('о', 'o'), ('к', 'k')]"
1974,"['и', 'г', 'р', 'о', 'к', 'а', 'м', 'и']","['i', 'g', 'r', 'a', 'k', 'a', ""m'"", 'i']",7,"[('и', 'i'), ('г', 'g'), ('р', 'r'), ('о', 'a'), ('к', 'k'), ('а', 'a'), ('м', ""m'""), ('и', 'i')]"
1975,"['и', 'д', 'е', 'а', 'л', 'ы']","['i', ""d'"", 'i', 'a', 'l', 'y']",1,"[('и', 'i'), ('д', ""d'""), ('е', 'i'), ('а', 'a'), ('л', 'l'), ('ы', 'y')]"
1976,"['и', 'д', 'е', 'е']","['i', ""d'"", 'e', 'i']",8,"[('и', 'i'), ('д', ""d'""), ('е', 'e'), ('е', 'i')]"
1977,"['и', 'д', 'е', 'м']","['i', ""d'"", 'o', 'm']",16,"[('и', 'i'), ('д', ""d'""), ('е', 'o'), ('м', 'm')]"
1978,"['и', 'д', 'е', 'т']","['i', ""d'"", 'o', 't']",50,"[('и', 'i'), ('д', ""d'""), ('е', 'o'), ('т', 't')]"
1979,"['и', 'д', 'е', 'я']","['i', ""d'"", 'e', 'j', 'a']",8,"[('и', 'i'), ('д', ""d'""), ('е', 'e'), ('я', 'ja')]"
1980,"['и', 'д', 'и', 'о', 'т', 'и', 'з', 'м']","['i', ""d'"", 'i', 'a', ""t'"", 'i', 'z', 'm']",1,"[('и', 'i'), ('д', ""d'""), ('и', 'i'), ('о', 'a'), ('т', ""t'""), ('и', 'i'), ('з', 'z'), ('м', 'm')]"
1981,"['и', 'д', 'и', 'т', 'е']","['i', ""d'"", 'i', ""t'"", 'i']",3,"[('и', 'i'), ('д', ""d'""), ('и', 'i'), ('т', ""t'""), ('е', 'i')]"
1982,"['и', 'д', 'у', 'т']","['i', 'd', 'u', 'd']",5,"[('и', 'i'), ('д', 'd'), ('у', 'u'), ('т', 'd')]"
1983,"['и', 'ж', 'д', 'и', 'в', 'е', 'н', 'и', 'и']","['i', 'zh', ""d'"", 'i', ""v'"", 'e', ""n'"", 'i', 'i']",3,"[('и', 'i'), ('ж', 'zh'), ('д', ""d'""), ('и', 'i'), ('в', ""v'""), ('е', 'e'), ('н', ""n'""), ('и', 'i'), ('и', 'i')]"
1984,"['и', 'з']","['i', 's']",22,"[('и', 'i'), ('з', 's')]"
1985,"['и', 'з', 'з', 'а']","['i', 'z', 'z', 'a']",13,"[('и', 'i'), ('з', 'z'), ('з', 'z'), ('а', 'a')]"
1986,"['и', 'з', 'б', 'а', 'в', 'л', 'е', 'н', 'и', 'е']","['i', 'z', 'b', 'a', 'v', ""l'"", 'e', ""n'"", 'i', 'j', 'i']",3,"[('и', 'i'), ('з', 'z'), ('б', 'b'), ('а', 'a'), ('в', 'v'), ('л', ""l'""), ('е', 'e'), ('н', ""n'""), ('и', 'i'), ('е', 'ji')]"
1987,"['и', 'з', 'б', 'а', 'л', 'о', 'в', 'а', 'л', 'и', 'с', 'ь']","['i', 'z', 'b', 'a', 'l', 'a', 'v', 'a', ""l'"", 'i', ""s'""]",8,"[('и', 'i'), ('з', 'z'), ('б', 'b'), ('а', 'a'), ('л', 'l'), ('о', 'a'), ('в', 'v'), ('а', 'a'), ('л', ""l'""), ('и', 'i'), ('с', ""s'""), ('ь', '-')]"
1988,"['и', 'з', 'б', 'и', 'л']","['i', 'z', ""b'"", 'i', 'l']",30,"[('и', 'i'), ('з', 'z'), ('б', ""b'""), ('и', 'i'), ('л', 'l')]"
1989,"['и', 'з', 'б', 'р', 'а', 'л', 'и']","['i', 'z', 'b', 'r', 'a', ""l'"", 'i']",6,"[('и', 'i'), ('з', 'z'), ('б', 'b'), ('р', 'r'), ('а', 'a'), ('л', ""l'""), ('и', 'i')]"
1990,"['и', 'з', 'в', 'е', 'с', 'т', 'н', 'о']","['i', 'z', ""v'"", 'e', 's', 'n', 'a']",17,"[('и', 'i'), ('з', 'z'), ('в', ""v'""), ('е', 'e'), ('с', 's'), ('т', '-'), ('н', 'n'), ('о', 'a')]"
1991,"['и', 'з', 'в', 'е', 'с', 'т', 'н', 'ы', 'й']","['i', 'z', ""v'"", 'e', 's', 'n', 'y', 'j']",7,"[('и', 'i'), ('з', 'z'), ('в', ""v'""), ('е', 'e'), ('с', 's'), ('т', '-'), ('н', 'n'), ('ы', 'y'), ('й', 'j')]"
1992,"['и', 'з', 'в', 'е', 'с', 'т', 'н', 'ы', 'х']","['i', 'z', ""v'"", 'e', 's', 'n', 'y', 'h']",5,"[('и', 'i'), ('з', 'z'), ('в', ""v'""), ('е', 'e'), ('с', 's'), ('т', '-'), ('н', 'n'), ('ы', 'y'), ('х', 'h')]"
1993,"['и', 'з', 'в', 'и', 'н', 'и', 'т', 'е']","['i', 'z', ""v'"", 'i', ""n'"", 'i', ""t'"", 'i']",11,"[('и', 'i'), ('з', 'z'), ('в', ""v'""), ('и', 'i'), ('н', ""n'""), ('и', 'i'), ('т', ""t'""), ('е', 'i')]"
1994,"['и', 'з', 'в', 'и', 'н', 'и', 'т', 'с', 'я']","['i', 'z', ""v'"", 'i', ""n'"", 'i', 'c', 'a']",8,"[('и', 'i'), ('з', 'z'), ('в', ""v'""), ('и', 'i'), ('н', ""n'""), ('и', 'i'), ('т', '-'), ('с', 'c'), ('я', 'a')]"
1995,"['и', 'з', 'в', 'и', 'н', 'я', 'е', 'т', 'с', 'я']","['i', 'z', ""v'"", 'i', ""n'"", 'a', 'j', 'i', 'c', 'a']",6,"[('и', 'i'), ('з', 'z'), ('в', ""v'""), ('и', 'i'), ('н', ""n'""), ('я', 'a'), ('е', 'ji'), ('т', '-'), ('с', 'c'), ('я', 'a')]"
